ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,REGION,AREA,CITY,COUNTRY,POSTAL_CODE,CUSTOMER_NUMBER,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY,CONTRIBUTION_MARGIN,CONTRIBUTION_MARGIN_PCT
.1~100,100,AA,01,03,01/03,/Date(1704240000000)/,1,3,23,4,02,Bavaria,South,MÜNCHEN,Germany,81245,80123,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,430,430,ST,5.27,2266.10,980.40,EUR,1285.70000,0.57
.1~99,99,AA,01,03,01/03,/Date(1704240000000)/,1,3,20,1,02,Hessen,South,MARBURG,Germany,35037,80139,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,368,368,ST,5.27,1939.36,839.04,EUR,1100.32000,0.57
.1~98,98,AA,01,03,01/03,/Date(1704240000000)/,1,3,21,3,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,453,453,ST,5.27,2387.31,1032.84,EUR,1354.47000,0.57
.1~97,97,AA,01,03,01/03,/Date(1704240000000)/,1,3,20,2,02,Hessen,South,MARBURG,Germany,35037,80139,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,427,427,ST,5.27,2250.29,973.56,EUR,1276.73000,0.57
.1~69,69,AA,01,02,01/02,/Date(1704153600000)/,1,2,17,4,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,360,360,ST,5.27,1897.20,820.80,EUR,1076.40000,0.57
.1~68,68,AA,01,02,01/02,/Date(1704153600000)/,1,2,17,2,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,434,434,ST,5.27,2287.18,989.52,EUR,1297.66000,0.57
.1~67,67,AA,01,02,01/02,/Date(1704153600000)/,1,2,13,2,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,353,353,ST,5.27,1860.31,804.84,EUR,1055.47000,0.57
.1~66,66,AA,01,02,01/02,/Date(1704153600000)/,1,2,14,2,02,Bremen,North,BREMEN,Germany,28259,80133,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,367,367,ST,5.27,1934.09,836.76,EUR,1097.33000,0.57
.1~65,65,AA,01,02,01/02,/Date(1704153600000)/,1,2,14,4,02,Bremen,North,BREMEN,Germany,28259,80133,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,393,393,ST,5.27,2071.11,896.04,EUR,1175.07000,0.57
.1~64,64,AA,01,02,01/02,/Date(1704153600000)/,1,2,15,1,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,436,436,ST,5.27,2297.72,994.08,EUR,1303.64000,0.57
.1~33,33,AA,01,01,01/01,/Date(1704067200000)/,1,1,5,2,02,Bavaria,South,AUGSBURG,Germany,86156,80119,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,387,387,ST,5.27,2039.49,882.36,EUR,1157.13000,0.57
.1~32,32,AA,01,01,01/01,/Date(1704067200000)/,1,1,4,2,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,AA-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,400,400,ST,5.27,2108.00,912.00,EUR,1196.00000,0.57
.1~7,7,AA,01,01,01/01,/Date(1704067200000)/,1,1,4,2,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,AA-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,520,520,ST,4.23,2199.60,639.60,EUR,1560.00000,0.71
.1~2150,2150,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,653,1,02,Nrth Rhine Westfalia,West,WÜRSELEN,Germany,52146,80162,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,5,5,ST,4.00,20.00,6.15,EUR,13.85000,0.69
.1~2149,2149,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,652,1,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,595,595,ST,4.00,2380.00,731.85,EUR,1648.15000,0.69
.1~2148,2148,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,652,2,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,549,549,ST,4.00,2196.00,675.27,EUR,1520.73000,0.69
.1~2147,2147,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,651,1,02,Schleswig-Holstein,North,KIEL,Germany,24113,80168,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,483,483,ST,4.00,1932.00,594.09,EUR,1337.91000,0.69
.1~2146,2146,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,650,2,02,Baden-Wurttemberg,South,KARLSRUHE,Germany,76133,80115,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,554,554,ST,4.00,2216.00,681.42,EUR,1534.58000,0.69
.1~2145,2145,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,650,1,02,Baden-Wurttemberg,South,KARLSRUHE,Germany,76133,80115,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,479,479,ST,4.00,1916.00,589.17,EUR,1326.83000,0.69
.1~2144,2144,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,649,1,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,525,525,ST,4.00,2100.00,645.75,EUR,1454.25000,0.69
.1~2143,2143,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,648,2,02,Baden-Wurttemberg,South,FREIBURG,Germany,79098,80113,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,494,494,ST,4.00,1976.00,607.62,EUR,1368.38000,0.69
.1~2142,2142,ZZ,04,18,04/18,/Date(1710720000000)/,16,78,648,1,02,Baden-Wurttemberg,South,FREIBURG,Germany,79098,80113,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,520,520,ST,4.00,2080.00,639.60,EUR,1440.40000,0.69
.1~2141,2141,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,647,1,02,Nrth Rhine Westfalia,West,KREFELD,Germany,47798,80157,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,498,498,ST,4.00,1992.00,612.54,EUR,1379.46000,0.69
.1~2140,2140,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,646,1,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,477,477,ST,4.00,1908.00,586.71,EUR,1321.29000,0.69
.1~2139,2139,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,645,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,556,556,ST,4.00,2224.00,683.88,EUR,1540.12000,0.69
.1~2138,2138,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,645,2,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,552,552,ST,4.00,2208.00,678.96,EUR,1529.04000,0.69
.1~2137,2137,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,644,1,02,Bremen,North,BREMEN,Germany,28259,80133,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,566,566,ST,4.00,2264.00,696.18,EUR,1567.82000,0.69
.1~2136,2136,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,643,3,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,597,597,ST,4.00,2388.00,734.31,EUR,1653.69000,0.69
.1~2135,2135,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,643,2,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,559,559,ST,4.00,2236.00,687.57,EUR,1548.43000,0.69
.1~2134,2134,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,643,1,02,Lower Saxony,North,WOLFSBURG,Germany,38444,80147,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,525,525,ST,4.00,2100.00,645.75,EUR,1454.25000,0.69
.1~2133,2133,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,642,1,02,Lower Saxony,North,UELZEN,Germany,29525,80146,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,540,540,ST,4.00,2160.00,664.20,EUR,1495.80000,0.69
.1~2132,2132,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,641,2,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,593,593,ST,4.00,2372.00,729.39,EUR,1642.61000,0.69
.1~2131,2131,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,641,1,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,517,517,ST,4.00,2068.00,635.91,EUR,1432.09000,0.69
.1~2130,2130,ZZ,04,17,04/17,/Date(1710633600000)/,16,77,640,1,02,Hessen,South,FRANKFURT/MAIN,Germany,60386,80136,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,492,492,ST,4.00,1968.00,605.16,EUR,1362.84000,0.69
.1~2128,2128,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,632,2,02,Bavaria,South,WÜRZBURG,Germany,97070,80128,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,549,549,ST,4.00,2196.00,675.27,EUR,1520.73000,0.69
.1~2127,2127,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,633,1,02,Hessen,South,MAGDEBURG,Germany,39128,80138,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,505,505,ST,4.00,2020.00,621.15,EUR,1398.85000,0.69
.1~2126,2126,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,633,2,02,Hessen,South,MAGDEBURG,Germany,39128,80138,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,499,499,ST,4.00,1996.00,613.77,EUR,1382.23000,0.69
.1~2125,2125,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,634,2,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,587,587,ST,4.00,2348.00,722.01,EUR,1625.99000,0.69
.1~2124,2124,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,634,1,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,564,564,ST,4.00,2256.00,693.72,EUR,1562.28000,0.69
.1~2123,2123,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,635,1,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,491,491,ST,4.00,1964.00,603.93,EUR,1360.07000,0.69
.1~2122,2122,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,635,2,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,518,518,ST,4.00,2072.00,637.14,EUR,1434.86000,0.69
.1~2121,2121,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,636,1,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,551,551,ST,4.00,2204.00,677.73,EUR,1526.27000,0.69
.1~2120,2120,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,636,2,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,492,492,ST,4.00,1968.00,605.16,EUR,1362.84000,0.69
.1~2119,2119,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,637,1,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,105,105,ST,4.00,420.00,129.15,EUR,290.85000,0.69
.1~2118,2118,ZZ,04,16,04/16,/Date(1710547200000)/,16,76,632,1,02,Bavaria,South,WÜRZBURG,Germany,97070,80128,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,463,463,ST,4.00,1852.00,569.49,EUR,1282.51000,0.69
.1~1647,1647,ZZ,03,10,03/10,/Date(1708300800000)/,10,50,463,1,02,Baden-Wurttemberg,South,MANNHEIM,Germany,68199,80117,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,494,494,ST,4.00,1976.00,607.62,EUR,1368.38000,0.69
.1~1646,1646,ZZ,03,10,03/10,/Date(1708300800000)/,10,50,463,2,02,Baden-Wurttemberg,South,MANNHEIM,Germany,68199,80117,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,494,494,ST,4.00,1976.00,607.62,EUR,1368.38000,0.69
.1~1645,1645,ZZ,03,10,03/10,/Date(1708300800000)/,10,50,464,1,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,484,484,ST,4.00,1936.00,595.32,EUR,1340.68000,0.69
.1~1644,1644,ZZ,03,10,03/10,/Date(1708300800000)/,10,50,465,1,02,Bavaria,South,AUGSBURG,Germany,86156,80119,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,116,116,ST,4.00,464.00,142.68,EUR,321.32000,0.69
.1~1637,1637,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,462,1,02,Nrth Rhine Westfalia,West,HERFORD,Germany,32052,80155,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,489,489,ST,4.00,1956.00,601.47,EUR,1354.53000,0.69
.1~1636,1636,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,461,3,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,486,486,ST,4.00,1944.00,597.78,EUR,1346.22000,0.69
.1~1635,1635,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,455,1,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,523,523,ST,4.00,2092.00,643.29,EUR,1448.71000,0.69
.1~1634,1634,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,461,1,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,497,497,ST,4.00,1988.00,611.31,EUR,1376.69000,0.69
.1~1633,1633,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,455,2,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,590,590,ST,4.00,2360.00,725.70,EUR,1634.30000,0.69
.1~1632,1632,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,456,1,02,Baden-Wurttemberg,South,MANNHEIM,Germany,68199,80117,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,566,566,ST,4.00,2264.00,696.18,EUR,1567.82000,0.69
.1~1631,1631,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,460,1,02,Rhineland Palatinate,West,BAD KREUZNACH,Germany,55543,80163,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,559,559,ST,4.00,2236.00,687.57,EUR,1548.43000,0.69
.1~1630,1630,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,459,2,02,Lower Saxony,North,UELZEN,Germany,29525,80146,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,587,587,ST,4.00,2348.00,722.01,EUR,1625.99000,0.69
.1~1629,1629,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,459,1,02,Lower Saxony,North,UELZEN,Germany,29525,80146,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,484,484,ST,4.00,1936.00,595.32,EUR,1340.68000,0.69
.1~1628,1628,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,458,1,02,Lower Saxony,North,OLDENBURG,Germany,26121,80145,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,514,514,ST,4.00,2056.00,632.22,EUR,1423.78000,0.69
.1~1627,1627,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,458,2,02,Lower Saxony,North,OLDENBURG,Germany,26121,80145,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,535,535,ST,4.00,2140.00,658.05,EUR,1481.95000,0.69
.1~1626,1626,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,457,2,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,480,480,ST,4.00,1920.00,590.40,EUR,1329.60000,0.69
.1~1625,1625,ZZ,03,09,03/09,/Date(1708214400000)/,10,49,457,1,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,591,591,ST,4.00,2364.00,726.93,EUR,1637.07000,0.69
.1~1623,1623,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,454,2,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,588,588,ST,4.00,2352.00,723.24,EUR,1628.76000,0.69
.1~1622,1622,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,454,3,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,563,563,ST,4.00,2252.00,692.49,EUR,1559.51000,0.69
.1~1621,1621,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,453,1,02,Nrth Rhine Westfalia,West,PADERBORN,Germany,33100,80159,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,577,577,ST,4.00,2308.00,709.71,EUR,1598.29000,0.69
.1~1620,1620,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,452,3,02,Lower Saxony,North,NIENBURG,Germany,31582,80143,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,479,479,ST,4.00,1916.00,589.17,EUR,1326.83000,0.69
.1~1619,1619,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,452,2,02,Lower Saxony,North,NIENBURG,Germany,31582,80143,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,580,580,ST,4.00,2320.00,713.40,EUR,1606.60000,0.69
.1~1618,1618,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,452,1,02,Lower Saxony,North,NIENBURG,Germany,31582,80143,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,521,521,ST,4.00,2084.00,640.83,EUR,1443.17000,0.69
.1~1617,1617,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,451,1,02,Hamburg,North,BUXTEHUDE,Germany,21614,80134,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,574,574,ST,4.00,2296.00,706.02,EUR,1589.98000,0.69
.1~1616,1616,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,450,1,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,463,463,ST,4.00,1852.00,569.49,EUR,1282.51000,0.69
.1~1615,1615,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,450,2,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,535,535,ST,4.00,2140.00,658.05,EUR,1481.95000,0.69
.1~1614,1614,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,450,3,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,503,503,ST,4.00,2012.00,618.69,EUR,1393.31000,0.69
.1~1613,1613,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,449,1,02,Baden-Wurttemberg,South,GUNDELFINGEN,Germany,79194,80114,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,496,496,ST,4.00,1984.00,610.08,EUR,1373.92000,0.69
.1~1612,1612,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,448,1,02,Hessen,South,MAGDEBURG,Germany,39128,80138,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,553,553,ST,4.00,2212.00,680.19,EUR,1531.81000,0.69
.1~1611,1611,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,447,2,02,Baden-Wurttemberg,South,KARLSRUHE,Germany,76133,80115,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,481,481,ST,4.00,1924.00,591.63,EUR,1332.37000,0.69
.1~1610,1610,ZZ,03,08,03/08,/Date(1708128000000)/,10,48,447,1,02,Baden-Wurttemberg,South,KARLSRUHE,Germany,76133,80115,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,598,598,ST,4.00,2392.00,735.54,EUR,1656.46000,0.69
.1~1599,1599,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,439,2,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40213,80152,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,244,244,ST,4.00,976.00,300.12,EUR,675.88000,0.69
.1~1598,1598,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,439,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40213,80152,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,576,576,ST,4.00,2304.00,708.48,EUR,1595.52000,0.69
.1~1597,1597,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,438,1,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,498,498,ST,4.00,1992.00,612.54,EUR,1379.46000,0.69
.1~1596,1596,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,438,2,02,Berlin,North,BERLIN,Germany,13349,80129,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,491,491,ST,4.00,1964.00,603.93,EUR,1360.07000,0.69
.1~1595,1595,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,437,2,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,478,478,ST,4.00,1912.00,587.94,EUR,1324.06000,0.69
.1~1594,1594,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,437,1,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,589,589,ST,4.00,2356.00,724.47,EUR,1631.53000,0.69
.1~1593,1593,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,436,1,02,Hessen,South,FRANKFURT/MAIN,Germany,60386,80136,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,593,593,ST,4.00,2372.00,729.39,EUR,1642.61000,0.69
.1~1592,1592,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,435,6,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,467,467,ST,4.00,1868.00,574.41,EUR,1293.59000,0.69
.1~1591,1591,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,435,5,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,468,468,ST,4.00,1872.00,575.64,EUR,1296.36000,0.69
.1~1590,1590,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,435,2,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,512,512,ST,4.00,2048.00,629.76,EUR,1418.24000,0.69
.1~1589,1589,ZZ,03,06,03/06,/Date(1707955200000)/,10,46,435,1,02,Hessen,South,MARBURG,Germany,35037,80139,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,462,462,ST,4.00,1848.00,568.26,EUR,1279.74000,0.69
.1~1587,1587,ZZ,03,05,03/05,/Date(1707868800000)/,9,45,434,1,02,Nrth Rhine Westfalia,West,VELBERT,Germany,42551,80161,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,593,593,ST,4.00,2372.00,729.39,EUR,1642.61000,0.69
.1~1586,1586,ZZ,03,05,03/05,/Date(1707868800000)/,9,45,434,2,02,Nrth Rhine Westfalia,West,VELBERT,Germany,42551,80161,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,500,500,ST,4.00,2000.00,615.00,EUR,1385.00000,0.69
.1~1585,1585,ZZ,03,05,03/05,/Date(1707868800000)/,9,45,433,1,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,ZZ-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,568,568,ST,4.00,2272.00,698.64,EUR,1573.36000,0.69
